yearid,replevel,subject,DenominatorType,disname,discode,schname,schcode,grade,NumberStudents,plevel1,plevel2,plevel3,plevel4,pAboveprof,pBelowProf,AvgScore,,,,,,,,,
2015,sch,rea,Regular,Merrimack,351,James Mastricola Elementary School,21020,4,90 - 95,19,30,28,23,51,49,2479,90 , 95,0,51,0,21020,0,0,0
2015,sch,sci,Regular,Merrimack,351,James Mastricola Elementary School,21020,0,90 - 95,<10,40,56,<10,57,43,NULL,90 , 95,0,57,0,21020,0,0,0
2015,sch,sci,Regular,Merrimack,351,James Mastricola Elementary School,21020,4,90 - 95,<10,40,56,<10,57,43,NULL,90 , 95,0,57,0,21020,0,0,0
2015,sch,mat,Regular,Merrimack,351,James Mastricola Upper Elementary School,21025,0,590 - 595,15,35,28,22,50,50,NULL,590 , 595,592.5,50,29625,21025,592.5,29625,50
2015,sch,mat,Regular,Merrimack,351,James Mastricola Upper Elementary School,21025,5,315 - 320,17,35,26,22,48,52,2520,315 , 320,0,48,0,21025,0,0,0
2015,sch,mat,Regular,Merrimack,351,James Mastricola Upper Elementary School,21025,6,275 - 280,13,35,29,23,52,48,2553,275 , 280,0,52,0,21025,0,0,0
2015,sch,rea,Regular,Merrimack,351,James Mastricola Upper Elementary School,21025,0,590 - 595,15,22,42,20,63,37,NULL,590 , 595,0,63,0,21025,0,0,0
2015,sch,rea,Regular,Merrimack,351,James Mastricola Upper Elementary School,21025,5,315 - 320,17,20,41,22,63,37,2517,315 , 320,0,63,0,21025,0,0,0
2015,sch,rea,Regular,Merrimack,351,James Mastricola Upper Elementary School,21025,6,275 - 280,12,25,44,19,63,37,2554,275 , 280,0,63,0,21025,0,0,0
2015,sch,mat,Regular,Merrimack,351,Merrimack High School,21040,0,275 - 280,31,32,25,12,37,63,NULL,275 , 280,277.5,37,10267.5,21040,277.5,10267.5,37
2015,sch,mat,Regular,Merrimack,351,Merrimack High School,21040,11,275 - 280,31,32,25,12,37,63,2591,275 , 280,0,37,0,21040,0,0,0
2015,sch,rea,Regular,Merrimack,351,Merrimack High School,21040,0,280 - 285,<10,20,40,35,75,25,NULL,280 , 285,0,75,0,21040,0,0,0
2015,sch,rea,Regular,Merrimack,351,Merrimack High School,21040,11,280 - 285,<10,20,40,35,75,25,2639,280 , 285,0,75,0,21040,0,0,0
2015,sch,sci,Regular,Merrimack,351,Merrimack High School,21040,0,310 - 315,15,45,39,<10,40,60,NULL,310 , 315,0,40,0,21040,0,0,0
2015,sch,sci,Regular,Merrimack,351,Merrimack High School,21040,11,310 - 315,15,45,39,<10,40,60,NULL,310 , 315,0,40,0,21040,0,0,0
2015,sch,mat,Regular,Merrimack,351,Merrimack Middle School,28375,0,575 - 580,22,27,28,23,51,49,NULL,575 , 580,577.5,51,29452.5,28375,577.5,29452.5,51
2015,sch,mat,Regular,Merrimack,351,Merrimack Middle School,28375,7,300 - 305,21,27,26,26,52,48,2565,300 , 305,0,52,0,28375,0,0,0
2015,sch,mat,Regular,Merrimack,351,Merrimack Middle School,28375,8,270 - 275,24,27,29,20,49,51,2568,270 , 275,0,49,0,28375,0,0,0
2015,sch,rea,Regular,Merrimack,351,Merrimack Middle School,28375,0,575 - 580,13,23,45,19,64,36,NULL,575 , 580,0,64,0,28375,0,0,0
2015,sch,rea,Regular,Merrimack,351,Merrimack Middle School,28375,7,300 - 305,15,20,46,19,65,35,2577,300 , 305,0,65,0,28375,0,0,0
2015,sch,rea,Regular,Merrimack,351,Merrimack Middle School,28375,8,270 - 275,10,26,45,19,64,36,2590,270 , 275,0,64,0,28375,0,0,0
2015,sch,sci,Regular,Merrimack,351,Merrimack Middle School,28375,0,275 - 280,18,57,24,<10,25,75,NULL,275 , 280,0,25,0,28375,0,0,0
2015,sch,sci,Regular,Merrimack,351,Merrimack Middle School,28375,8,275 - 280,18,57,24,<10,25,75,NULL,275 , 280,0,25,0,28375,0,0,0
2015,sch,mat,Regular,Merrimack,351,Reeds Ferry School,21015,0,205 - 210,17,29,37,17,54,46,NULL,205 , 210,207.5,54,11205,21015,207.5,11205,54
2015,sch,mat,Regular,Merrimack,351,Reeds Ferry School,21015,3,100 - 105,23,21,42,14,55,45,2435,100 , 105,0,55,0,21015,0,0,0
2015,sch,mat,Regular,Merrimack,351,Reeds Ferry School,21015,4,100 - 105,11,37,32,20,52,48,2489,100 , 105,0,52,0,21015,0,0,0
2015,sch,rea,Regular,Merrimack,351,Reeds Ferry School,21015,0,200 - 205,25,28,27,20,47,53,NULL,200 , 205,0,47,0,21015,0,0,0
2015,sch,rea,Regular,Merrimack,351,Reeds Ferry School,21015,3,100 - 105,22,25,35,18,53,47,2430,100 , 105,0,53,0,21015,0,0,0
2015,sch,rea,Regular,Merrimack,351,Reeds Ferry School,21015,4,100 - 105,27,31,20,22,41,59,2470,100 , 105,0,41,0,21015,0,0,0
2015,sch,sci,Regular,Merrimack,351,Reeds Ferry School,21015,0,100 - 105,13,46,42,<10,42,58,NULL,100 , 105,0,42,0,21015,0,0,0
2015,sch,sci,Regular,Merrimack,351,Reeds Ferry School,21015,4,100 - 105,13,46,42,<10,42,58,NULL,100 , 105,0,42,0,21015,0,0,0
2015,sch,mat,Regular,Merrimack,351,Thorntons Ferry School,21035,0,170 - 175,13,30,34,23,57,43,NULL,170 , 175,172.5,57,9832.5,21035,172.5,9832.5,57
2015,sch,mat,Regular,Merrimack,351,Thorntons Ferry School,21035,3,95 - 100,18,25,33,24,57,43,2448,95 , 100,0,57,0,21035,0,0,0
2015,sch,mat,Regular,Merrimack,351,Thorntons Ferry School,21035,4,75 - 80,<10,37,36,21,57,43,2500,75 , 80,0,57,0,21035,0,0,0
2015,sch,rea,Regular,Merrimack,351,Thorntons Ferry School,21035,0,170 - 175,17,26,29,29,57,43,NULL,170 , 175,0,57,0,21035,0,0,0
2015,sch,rea,Regular,Merrimack,351,Thorntons Ferry School,21035,3,95 - 100,15,24,29,32,61,39,2452,95 , 100,0,61,0,21035,0,0,0
2015,sch,rea,Regular,Merrimack,351,Thorntons Ferry School,21035,4,75 - 80,20,28,28,25,53,47,2480,75 , 80,0,53,0,21035,0,0,0
2015,sch,sci,Regular,Merrimack,351,Thorntons Ferry School,21035,0,75 - 80,11,41,47,<10,49,51,NULL,75 , 80,0,49,0,21035,0,0,0
2015,sch,sci,Regular,Merrimack,351,Thorntons Ferry School,21035,4,75 - 80,11,41,47,<10,49,51,NULL,75 , 80,0,49,0,21035,0,0,0
2015,sch,mat,Regular,Merrimack Valley,352,Boscawen Elementary School,22155,0,115 - 120,16,27,26,32,58,42,NULL,115 , 120,117.5,58,6815,22155,117.5,6815,58
2015,sch,mat,Regular,Merrimack Valley,352,Boscawen Elementary School,22155,3,30 - 35,16,16,38,31,69,31,2452,30 , 35,0,69,0,22155,0,0,0
2015,sch,mat,Regular,Merrimack Valley,352,Boscawen Elementary School,22155,4,40 - 45,<10,27,29,39,68,32,2520,40 , 45,0,68,0,22155,0,0,0
2015,sch,mat,Regular,Merrimack Valley,352,Boscawen Elementary School,22155,5,40 - 45,26,35,14,26,40,60,2510,40 , 45,0,40,0,22155,0,0,0
2015,sch,rea,Regular,Merrimack Valley,352,Boscawen Elementary School,22155,0,115 - 120,20,33,27,21,47,53,NULL,115 , 120,0,47,0,22155,0,0,0
2015,sch,rea,Regular,Merrimack Valley,352,Boscawen Elementary School,22155,3,30 - 35,13,47,25,16,41,59,2425,30 , 35,0,41,0,22155,0,0,0
2015,sch,rea,Regular,Merrimack Valley,352,Boscawen Elementary School,22155,4,40 - 45,22,24,29,24,54,46,2482,40 , 45,0,54,0,22155,0,0,0
2015,sch,rea,Regular,Merrimack Valley,352,Boscawen Elementary School,22155,5,40 - 45,23,30,26,21,47,53,2507,40 , 45,0,47,0,22155,0,0,0
2015,sch,sci,Regular,Merrimack Valley,352,Boscawen Elementary School,22155,0,40 - 45,10,25,65,<10,65,35,NULL,40 , 45,0,65,0,22155,0,0,0
2015,sch,sci,Regular,Merrimack Valley,352,Boscawen Elementary School,22155,4,40 - 45,10,25,65,<10,65,35,NULL,40 , 45,0,65,0,22155,0,0,0
2015,sch,mat,Regular,Merrimack Valley,352,Loudon Elementary School,22180,0,135 - 140,15,28,39,17,56,44,NULL,135 , 140,137.5,56,7700,22180,137.5,7700,56
2015,sch,mat,Regular,Merrimack Valley,352,Loudon Elementary School,22180,3,40 - 45,19,26,40,16,56,44,2436,40 , 45,0,56,0,22180,0,0,0
2015,sch,mat,Regular,Merrimack Valley,352,Loudon Elementary School,22180,4,45 - 50,17,29,40,15,54,46,2485,45 , 50,0,54,0,22180,0,0,0
2015,sch,mat,Regular,Merrimack Valley,352,Loudon Elementary School,22180,5,45 - 50,11,30,39,20,59,41,2529,45 , 50,0,59,0,22180,0,0,0
2015,sch,rea,Regular,Merrimack Valley,352,Loudon Elementary School,22180,0,135 - 140,10,27,29,33,63,38,NULL,135 , 140,0,63,0,22180,0,0,0
2015,sch,rea,Regular,Merrimack Valley,352,Loudon Elementary School,22180,3,40 - 45,16,28,21,35,56,44,2445,40 , 45,0,56,0,22180,0,0,0
2015,sch,rea,Regular,Merrimack Valley,352,Loudon Elementary School,22180,4,45 - 50,11,35,22,33,54,46,2500,45 , 50,0,54,0,22180,0,0,0
2015,sch,rea,Regular,Merrimack Valley,352,Loudon Elementary School,22180,5,45 - 50,<10,19,45,32,77,23,2555,45 , 50,0,77,0,22180,0,0,0
2015,sch,sci,Regular,Merrimack Valley,352,Loudon Elementary School,22180,0,50 - 55,<10,54,37,<10,37,63,NULL,50 , 55,0,37,0,22180,0,0,0
2015,sch,sci,Regular,Merrimack Valley,352,Loudon Elementary School,22180,4,50 - 55,<10,54,37,<10,37,63,NULL,50 , 55,0,37,0,22180,0,0,0
2015,sch,mat,Regular,Merrimack Valley,352,Merrimack Valley High School,22195,0,150 - 155,41,33,21,<10,26,74,NULL,150 , 155,152.5,26,3965,22195,152.5,3965,26
2015,sch,mat,Regular,Merrimack Valley,352,Merrimack Valley High School,22195,11,150 - 155,41,33,21,<10,26,74,2553,150 , 155,0,26,0,22195,0,0,0
2015,sch,rea,Regular,Merrimack Valley,352,Merrimack Valley High School,22195,0,150 - 155,25,25,37,13,50,50,NULL,150 , 155,0,50,0,22195,0,0,0
2015,sch,rea,Regular,Merrimack Valley,352,Merrimack Valley High School,22195,11,150 - 155,25,25,37,13,50,50,2566,150 , 155,0,50,0,22195,0,0,0
2015,sch,sci,Regular,Merrimack Valley,352,Merrimack Valley High School,22195,0,155 - 160,29,51,20,<10,20,80,NULL,155 , 160,0,20,0,22195,0,0,0
2015,sch,sci,Regular,Merrimack Valley,352,Merrimack Valley High School,22195,11,155 - 160,29,51,20,<10,20,80,NULL,155 , 160,0,20,0,22195,0,0,0
2015,sch,mat,Regular,Merrimack Valley,352,Merrimack Valley Middle School,26585,0,570 - 575,27,38,22,13,35,65,NULL,570 , 575,572.5,35,20037.5,26585,572.5,20037.5,35
2015,sch,mat,Regular,Merrimack Valley,352,Merrimack Valley Middle School,26585,6,185 - 190,23,43,24,10,34,66,2521,185 , 190,0,34,0,26585,0,0,0
2015,sch,mat,Regular,Merrimack Valley,352,Merrimack Valley Middle School,26585,7,190 - 195,22,37,23,18,41,59,2547,190 , 195,0,41,0,26585,0,0,0
2015,sch,mat,Regular,Merrimack Valley,352,Merrimack Valley Middle School,26585,8,190 - 195,37,34,18,11,29,71,2532,190 , 195,0,29,0,26585,0,0,0
2015,sch,rea,Regular,Merrimack Valley,352,Merrimack Valley Middle School,26585,0,565 - 570,16,30,40,14,54,46,NULL,565 , 570,0,54,0,26585,0,0,0
2015,sch,rea,Regular,Merrimack Valley,352,Merrimack Valley Middle School,26585,6,185 - 190,17,31,40,11,52,48,2530,185 , 190,0,52,0,26585,0,0,0
2015,sch,rea,Regular,Merrimack Valley,352,Merrimack Valley Middle School,26585,7,185 - 190,<10,26,42,22,65,35,2583,185 , 190,0,65,0,26585,0,0,0
2015,sch,rea,Regular,Merrimack Valley,352,Merrimack Valley Middle School,26585,8,190 - 195,21,33,37,<10,46,54,2556,190 , 195,0,46,0,26585,0,0,0
2015,sch,sci,Regular,Merrimack Valley,352,Merrimack Valley Middle School,26585,0,200 - 205,31,55,13,<10,13,87,NULL,200 , 205,0,13,0,26585,0,0,0
2015,sch,sci,Regular,Merrimack Valley,352,Merrimack Valley Middle School,26585,8,200 - 205,31,55,13,<10,13,87,NULL,200 , 205,0,13,0,26585,0,0,0
2015,sch,mat,Regular,Merrimack Valley,352,Penacook Elementary School,22185,0,190 - 195,28,35,27,10,37,63,NULL,190 , 195,192.5,37,7122.5,22185,192.5,7122.5,37
2015,sch,mat,Regular,Merrimack Valley,352,Penacook Elementary School,22185,3,65 - 70,29,37,29,<10,34,66,2413,65 , 70,0,34,0,22185,0,0,0
2015,sch,mat,Regular,Merrimack Valley,352,Penacook Elementary School,22185,4,60 - 65,19,25,35,21,56,44,2483,60 , 65,0,56,0,22185,0,0,0
2015,sch,mat,Regular,Merrimack Valley,352,Penacook Elementary School,22185,5,65 - 70,36,41,17,<10,23,77,2484,65 , 70,0,23,0,22185,0,0,0
2015,sch,rea,Regular,Merrimack Valley,352,Penacook Elementary School,22185,0,195 - 200,22,28,36,14,50,50,NULL,195 , 200,0,50,0,22185,0,0,0
2015,sch,rea,Regular,Merrimack Valley,352,Penacook Elementary School,22185,3,65 - 70,20,35,35,11,45,55,2417,65 , 70,0,45,0,22185,0,0,0
2015,sch,rea,Regular,Merrimack Valley,352,Penacook Elementary School,22185,4,60 - 65,17,24,32,27,59,41,2485,60 , 65,0,59,0,22185,0,0,0
2015,sch,rea,Regular,Merrimack Valley,352,Penacook Elementary School,22185,5,65 - 70,29,26,41,<10,45,55,2492,65 , 70,0,45,0,22185,0,0,0
2015,sch,sci,Regular,Merrimack Valley,352,Penacook Elementary School,22185,0,60 - 65,<10,31,63,<10,65,35,NULL,60 , 65,0,65,0,22185,0,0,0
2015,sch,sci,Regular,Merrimack Valley,352,Penacook Elementary School,22185,4,60 - 65,<10,31,63,<10,65,35,NULL,60 , 65,0,65,0,22185,0,0,0
2015,sch,mat,Regular,Merrimack Valley,352,Salisbury Elementary School,22200,0,35 - 40,10,21,41,28,69,31,NULL,35 , 40,37.5,69,2587.5,22200,37.5,2587.5,69
2015,sch,mat,Regular,Merrimack Valley,352,Salisbury Elementary School,22200,3,10 - 15,31,<10,46,15,62,38,2425,10 , 15,0,62,0,22200,0,0,0
2015,sch,mat,Regular,Merrimack Valley,352,Salisbury Elementary School,22200,4,10 - 15,<10,14,43,43,86,14,2531,10 , 15,0,86,0,22200,0,0,0
2015,sch,mat,Regular,Merrimack Valley,352,Salisbury Elementary School,22200,5,10 - 15,<10,42,33,25,58,42,2547,10 , 15,0,58,0,22200,0,0,0
2015,sch,rea,Regular,Merrimack Valley,352,Salisbury Elementary School,22200,0,35 - 40,10,15,33,41,74,26,NULL,35 , 40,0,74,0,22200,0,0,0
2015,sch,rea,Regular,Merrimack Valley,352,Salisbury Elementary School,22200,3,10 - 15,23,23,15,38,54,46,2444,10 , 15,0,54,0,22200,0,0,0
2015,sch,rea,Regular,Merrimack Valley,352,Salisbury Elementary School,22200,4,10 - 15,<10,14,43,36,79,21,2520,10 , 15,0,79,0,22200,0,0,0
2015,sch,rea,Regular,Merrimack Valley,352,Salisbury Elementary School,22200,5,10 - 15,<10,<10,42,50,>90,<10,2567,10 , 15,0,90,0,22200,0,0,0
2015,sch,sci,Regular,Merrimack Valley,352,Salisbury Elementary School,22200,0,10 - 15,<10,<10,79,14,>90,<10,NULL,10 , 15,0,90,0,22200,0,0,0
2015,sch,sci,Regular,Merrimack Valley,352,Salisbury Elementary School,22200,4,10 - 15,<10,<10,79,14,>90,<10,NULL,10 , 15,0,90,0,22200,0,0,0
2015,sch,mat,Regular,Merrimack Valley,352,Webster Elementary School,22205,0,45 - 50,19,31,31,19,50,50,NULL,45 , 50,47.5,50,2375,22205,47.5,2375,50
2015,sch,mat,Regular,Merrimack Valley,352,Webster Elementary School,22205,3,15 - 20,27,27,27,20,47,53,2436,15 , 20,0,47,0,22205,0,0,0
2015,sch,mat,Regular,Merrimack Valley,352,Webster Elementary School,22205,4,10 - 15,<10,42,50,<10,58,42,2502,10 , 15,0,58,0,22205,0,0,0
2015,sch,mat,Regular,Merrimack Valley,352,Webster Elementary School,22205,5,20 - 25,24,29,24,24,48,52,2517,20 , 25,0,48,0,22205,0,0,0
2015,sch,rea,Regular,Merrimack Valley,352,Webster Elementary School,22205,0,45 - 50,21,25,19,35,54,46,NULL,45 , 50,0,54,0,22205,0,0,0
2015,sch,rea,Regular,Merrimack Valley,352,Webster Elementary School,22205,3,15 - 20,20,13,13,53,67,33,2449,15 , 20,0,67,0,22205,0,0,0
2015,sch,rea,Regular,Merrimack Valley,352,Webster Elementary School,22205,4,10 - 15,<10,50,17,25,42,58,2490,10 , 15,0,42,0,22205,0,0,0
2015,sch,rea,Regular,Merrimack Valley,352,Webster Elementary School,22205,5,20 - 25,29,19,24,29,52,48,2516,20 , 25,0,52,0,22205,0,0,0
2015,sch,sci,Regular,Merrimack Valley,352,Webster Elementary School,22205,0,10 - 15,<10,17,75,<10,83,17,NULL,10 , 15,0,83,0,22205,0,0,0
2015,sch,sci,Regular,Merrimack Valley,352,Webster Elementary School,22205,4,10 - 15,<10,17,75,<10,83,17,NULL,10 , 15,0,83,0,22205,0,0,0
2015,sch,mat,Regular,Milan,355,Milan Village Elementary School,20760,0,50 - 55,15,30,28,26,55,45,NULL,50 , 55,52.5,55,2887.5,20760,52.5,2887.5,55
2015,sch,mat,Regular,Milan,355,Milan Village Elementary School,20760,3,15 - 20,27,27,27,20,47,53,2432,15 , 20,0,47,0,20760,0,0,0
2015,sch,mat,Regular,Milan,355,Milan Village Elementary School,20760,4,15 - 20,12,29,41,18,59,41,2497,15 , 20,0,59,0,20760,0,0,0
2015,sch,mat,Regular,Milan,355,Milan Village Elementary School,20760,5,15 - 20,<10,47,27,20,47,53,2529,15 , 20,0,47,0,20760,0,0,0
2015,sch,mat,Regular,Milan,355,Milan Village Elementary School,20760,6, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11, 0 , 10,0,* n < 11,0,20760,0,0,0
2015,sch,rea,Regular,Milan,355,Milan Village Elementary School,20760,0,50 - 55,15,20,46,19,65,35,NULL,50 , 55,0,65,0,20760,0,0,0
2015,sch,rea,Regular,Milan,355,Milan Village Elementary School,20760,3,15 - 20,25,25,25,25,50,50,2426,15 , 20,0,50,0,20760,0,0,0
2015,sch,rea,Regular,Milan,355,Milan Village Elementary School,20760,4,15 - 20,24,18,41,18,59,41,2480,15 , 20,0,59,0,20760,0,0,0
2015,sch,rea,Regular,Milan,355,Milan Village Elementary School,20760,5,15 - 20,<10,13,80,<10,87,13,2530,15 , 20,0,87,0,20760,0,0,0
2015,sch,rea,Regular,Milan,355,Milan Village Elementary School,20760,6, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11, 0 , 10,0,* n < 11,0,20760,0,0,0
2015,sch,sci,Regular,Milan,355,Milan Village Elementary School,20760,0,15 - 20,<10,65,29,<10,29,71,NULL,15 , 20,0,29,0,20760,0,0,0
2015,sch,sci,Regular,Milan,355,Milan Village Elementary School,20760,4,15 - 20,<10,65,29,<10,29,71,NULL,15 , 20,0,29,0,20760,0,0,0
2015,sch,mat,Regular,Milford,357,Heron Pond Elementary School,27895,0,490 - 495,16,29,31,24,55,45,NULL,490 , 495,492.5,55,27087.5,27895,492.5,27087.5,55
2015,sch,mat,Regular,Milford,357,Heron Pond Elementary School,27895,3,145 - 150,26,36,28,10,38,62,2421,145 , 150,0,38,0,27895,0,0,0
2015,sch,mat,Regular,Milford,357,Heron Pond Elementary School,27895,4,175 - 180,<10,31,36,24,60,40,2502,175 , 180,0,60,0,27895,0,0,0
2015,sch,mat,Regular,Milford,357,Heron Pond Elementary School,27895,5,165 - 170,15,21,30,34,64,36,2543,165 , 170,0,64,0,27895,0,0,0
2015,sch,rea,Regular,Milford,357,Heron Pond Elementary School,27895,0,495 - 500,19,23,28,29,57,43,NULL,495 , 500,0,57,0,27895,0,0,0
2015,sch,rea,Regular,Milford,357,Heron Pond Elementary School,27895,3,145 - 150,26,28,24,22,46,54,2427,145 , 150,0,46,0,27895,0,0,0
2015,sch,rea,Regular,Milford,357,Heron Pond Elementary School,27895,4,175 - 180,20,20,27,34,61,39,2492,175 , 180,0,61,0,27895,0,0,0
2015,sch,rea,Regular,Milford,357,Heron Pond Elementary School,27895,5,170 - 175,13,23,34,30,63,37,2533,170 , 175,0,63,0,27895,0,0,0
2015,sch,sci,Regular,Milford,357,Heron Pond Elementary School,27895,0,175 - 180,10,29,60,<10,61,39,NULL,175 , 180,0,61,0,27895,0,0,0
2015,sch,sci,Regular,Milford,357,Heron Pond Elementary School,27895,4,175 - 180,10,29,60,<10,61,39,NULL,175 , 180,0,61,0,27895,0,0,0
2015,sch,mat,Regular,Milford,357,Milford High School,21765,0,185 - 190,37,32,20,12,32,68,NULL,185 , 190,187.5,32,6000,21765,187.5,6000,32
2015,sch,mat,Regular,Milford,357,Milford High School,21765,11,185 - 190,37,32,20,12,32,68,2577,185 , 190,0,32,0,21765,0,0,0
2015,sch,rea,Regular,Milford,357,Milford High School,21765,0,185 - 190,18,36,34,13,46,54,NULL,185 , 190,0,46,0,21765,0,0,0
2015,sch,rea,Regular,Milford,357,Milford High School,21765,11,185 - 190,18,36,34,13,46,54,2573,185 , 190,0,46,0,21765,0,0,0
2015,sch,sci,Regular,Milford,357,Milford High School,21765,0,190 - 195,30,46,24,<10,24,76,NULL,190 , 195,0,24,0,21765,0,0,0
2015,sch,sci,Regular,Milford,357,Milford High School,21765,11,190 - 195,30,46,24,<10,24,76,NULL,190 , 195,0,24,0,21765,0,0,0
2015,sch,mat,Regular,Milford,357,Milford Middle School,21760,0,625 - 630,19,28,30,23,53,47,NULL,625 , 630,627.5,53,33257.5,21760,627.5,33257.5,53
2015,sch,mat,Regular,Milford,357,Milford Middle School,21760,6,200 - 205,19,31,33,17,50,50,2541,200 , 205,0,50,0,21760,0,0,0
2015,sch,mat,Regular,Milford,357,Milford Middle School,21760,7,225 - 230,17,25,30,27,57,43,2576,225 , 230,0,57,0,21760,0,0,0
2015,sch,mat,Regular,Milford,357,Milford Middle School,21760,8,195 - 200,21,28,27,24,51,49,2579,195 , 200,0,51,0,21760,0,0,0
2015,sch,rea,Regular,Milford,357,Milford Middle School,21760,0,625 - 630,15,25,44,16,60,40,NULL,625 , 630,0,60,0,21760,0,0,0
2015,sch,rea,Regular,Milford,357,Milford Middle School,21760,6,200 - 205,23,29,34,14,49,51,2524,200 , 205,0,49,0,21760,0,0,0
2015,sch,rea,Regular,Milford,357,Milford Middle School,21760,7,225 - 230,12,21,50,17,68,32,2578,225 , 230,0,68,0,21760,0,0,0
2015,sch,rea,Regular,Milford,357,Milford Middle School,21760,8,195 - 200,11,25,47,17,64,36,2591,195 , 200,0,64,0,21760,0,0,0
2015,sch,sci,Regular,Milford,357,Milford Middle School,21760,0,210 - 215,17,58,25,<10,26,74,NULL,210 , 215,0,26,0,21760,0,0,0
2015,sch,sci,Regular,Milford,357,Milford Middle School,21760,8,210 - 215,17,58,25,<10,26,74,NULL,210 , 215,0,26,0,21760,0,0,0
2015,sch,mat,Regular,Mill Falls Charter School,729,Mill Falls Charter School,29040,0,65 - 70,15,28,34,24,57,43,NULL,65 , 70,67.5,57,3847.5,29040,67.5,3847.5,57
2015,sch,mat,Regular,Mill Falls Charter School,729,Mill Falls Charter School,29040,3,20 - 25,13,17,48,22,70,30,2458,20 , 25,0,70,0,29040,0,0,0
2015,sch,mat,Regular,Mill Falls Charter School,729,Mill Falls Charter School,29040,4,20 - 25,<10,30,35,26,61,39,2500,20 , 25,0,61,0,29040,0,0,0
2015,sch,mat,Regular,Mill Falls Charter School,729,Mill Falls Charter School,29040,5,20 - 25,23,36,18,23,41,59,2513,20 , 25,0,41,0,29040,0,0,0
2015,sch,rea,Regular,Mill Falls Charter School,729,Mill Falls Charter School,29040,0,65 - 70,13,24,32,31,63,37,NULL,65 , 70,0,63,0,29040,0,0,0
2015,sch,rea,Regular,Mill Falls Charter School,729,Mill Falls Charter School,29040,3,20 - 25,13,26,17,43,61,39,2468,20 , 25,0,61,0,29040,0,0,0
2015,sch,rea,Regular,Mill Falls Charter School,729,Mill Falls Charter School,29040,4,20 - 25,13,22,26,39,65,35,2501,20 , 25,0,65,0,29040,0,0,0
2015,sch,rea,Regular,Mill Falls Charter School,729,Mill Falls Charter School,29040,5,20 - 25,14,23,55,<10,64,36,2523,20 , 25,0,64,0,29040,0,0,0
2015,sch,sci,Regular,Mill Falls Charter School,729,Mill Falls Charter School,29040,0,20 - 25,13,38,50,<10,50,50,NULL,20 , 25,0,50,0,29040,0,0,0
2015,sch,sci,Regular,Mill Falls Charter School,729,Mill Falls Charter School,29040,4,20 - 25,13,38,50,<10,50,50,NULL,20 , 25,0,50,0,29040,0,0,0
2015,sch,mat,Regular,Milton,359,Milton Elementary School,22075,0,100 - 105,41,33,20,<10,25,75,NULL,100 , 105,102.5,25,2562.5,22075,102.5,2562.5,25
2015,sch,mat,Regular,Milton,359,Milton Elementary School,22075,3,35 - 40,34,42,21,<10,24,76,2401,35 , 40,0,24,0,22075,0,0,0
2015,sch,mat,Regular,Milton,359,Milton Elementary School,22075,4,30 - 35,48,27,15,<10,24,76,2430,30 , 35,0,24,0,22075,0,0,0
2015,sch,mat,Regular,Milton,359,Milton Elementary School,22075,5,30 - 35,42,29,23,<10,29,71,2476,30 , 35,0,29,0,22075,0,0,0
2015,sch,rea,Regular,Milton,359,Milton Elementary School,22075,0,100 - 105,44,23,20,14,33,67,NULL,100 , 105,0,33,0,22075,0,0,0
2015,sch,rea,Regular,Milton,359,Milton Elementary School,22075,3,35 - 40,47,26,13,13,26,74,2391,35 , 40,0,26,0,22075,0,0,0
2015,sch,rea,Regular,Milton,359,Milton Elementary School,22075,4,30 - 35,48,24,15,12,27,73,2439,30 , 35,0,27,0,22075,0,0,0
2015,sch,rea,Regular,Milton,359,Milton Elementary School,22075,5,30 - 35,35,16,32,16,48,52,2490,30 , 35,0,48,0,22075,0,0,0
2015,sch,sci,Regular,Milton,359,Milton Elementary School,22075,0,30 - 35,27,52,21,<10,21,79,NULL,30 , 35,0,21,0,22075,0,0,0
2015,sch,sci,Regular,Milton,359,Milton Elementary School,22075,4,30 - 35,27,52,21,<10,21,79,NULL,30 , 35,0,21,0,22075,0,0,0
2015,sch,mat,Regular,Milton,359,Nute High School,22070,0,30 - 35,71,16,13,<10,13,87,NULL,30 , 35,32.5,13,422.5,22070,32.5,422.5,13
2015,sch,mat,Regular,Milton,359,Nute High School,22070,11,30 - 35,71,16,13,<10,13,87,2485,30 , 35,0,13,0,22070,0,0,0
2015,sch,rea,Regular,Milton,359,Nute High School,22070,0,30 - 35,17,30,43,10,53,47,NULL,30 , 35,0,53,0,22070,0,0,0
2015,sch,rea,Regular,Milton,359,Nute High School,22070,11,30 - 35,17,30,43,10,53,47,2572,30 , 35,0,53,0,22070,0,0,0
2015,sch,sci,Regular,Milton,359,Nute High School,22070,0,30 - 35,44,41,15,<10,15,85,NULL,30 , 35,0,15,0,22070,0,0,0
2015,sch,sci,Regular,Milton,359,Nute High School,22070,11,30 - 35,44,41,15,<10,15,85,NULL,30 , 35,0,15,0,22070,0,0,0
2015,sch,mat,Regular,Milton,359,Nute Junior High School,26540,0,110 - 115,53,35,<10,<10,12,88,NULL,110 , 115,112.5,12,1350,26540,112.5,1350,12
