yearid,replevel,subject,DenominatorType,disname,discode,schname,schcode,grade,NumberStudents,plevel1,plevel2,plevel3,plevel4,pAboveprof,pBelowProf,AvgScore,,,,,,,,,
2015,sch,rea,Regular,Haverhill Cooperative,238,Haverhill Cooperative Middle School,26875,0,240 - 245,21,25,34,21,54,46,NULL,240 , 245,0,54,0,26875,0,0,0
2015,sch,rea,Regular,Haverhill Cooperative,238,Haverhill Cooperative Middle School,26875,4,55 - 60,23,30,32,14,46,54,2465,55 , 60,0,46,0,26875,0,0,0
2015,sch,rea,Regular,Haverhill Cooperative,238,Haverhill Cooperative Middle School,26875,5,45 - 50,18,18,40,24,64,36,2516,45 , 50,0,64,0,26875,0,0,0
2015,sch,rea,Regular,Haverhill Cooperative,238,Haverhill Cooperative Middle School,26875,6,50 - 55,29,17,29,25,54,46,2538,50 , 55,0,54,0,26875,0,0,0
2015,sch,rea,Regular,Haverhill Cooperative,238,Haverhill Cooperative Middle School,26875,7,35 - 40,<10,24,32,35,68,32,2593,35 , 40,0,68,0,26875,0,0,0
2015,sch,rea,Regular,Haverhill Cooperative,238,Haverhill Cooperative Middle School,26875,8,50 - 55,22,33,35,10,45,55,2563,50 , 55,0,45,0,26875,0,0,0
2015,sch,sci,Regular,Haverhill Cooperative,238,Haverhill Cooperative Middle School,26875,0,105 - 110,27,46,27,<10,27,73,NULL,105 , 110,0,27,0,26875,0,0,0
2015,sch,sci,Regular,Haverhill Cooperative,238,Haverhill Cooperative Middle School,26875,4,55 - 60,18,40,42,<10,42,58,NULL,55 , 60,0,42,0,26875,0,0,0
2015,sch,sci,Regular,Haverhill Cooperative,238,Haverhill Cooperative Middle School,26875,8,50 - 55,37,53,10,<10,10,90,NULL,50 , 55,0,10,0,26875,0,0,0
2015,sch,mat,Regular,Haverhill Cooperative,238,Woodsville Elementary School,20905,0,35 - 40,14,49,22,16,38,62,NULL,35 , 40,37.5,38,1425,20905,37.5,1425,38
2015,sch,mat,Regular,Haverhill Cooperative,238,Woodsville Elementary School,20905,3,35 - 40,14,49,22,16,38,62,2430,35 , 40,0,38,0,20905,0,0,0
2015,sch,rea,Regular,Haverhill Cooperative,238,Woodsville Elementary School,20905,0,35 - 40,35,30,22,14,35,65,NULL,35 , 40,0,35,0,20905,0,0,0
2015,sch,rea,Regular,Haverhill Cooperative,238,Woodsville Elementary School,20905,3,35 - 40,35,30,22,14,35,65,2403,35 , 40,0,35,0,20905,0,0,0
2015,sch,mat,Regular,Haverhill Cooperative,238,Woodsville High School,20910,0,55 - 60,43,36,16,<10,21,79,NULL,55 , 60,57.5,21,1207.5,20910,57.5,1207.5,21
2015,sch,mat,Regular,Haverhill Cooperative,238,Woodsville High School,20910,11,55 - 60,43,36,16,<10,21,79,2553,55 , 60,0,21,0,20910,0,0,0
2015,sch,rea,Regular,Haverhill Cooperative,238,Woodsville High School,20910,0,55 - 60,23,23,39,14,54,46,NULL,55 , 60,0,54,0,20910,0,0,0
2015,sch,rea,Regular,Haverhill Cooperative,238,Woodsville High School,20910,11,55 - 60,23,23,39,14,54,46,2568,55 , 60,0,54,0,20910,0,0,0
2015,sch,sci,Regular,Haverhill Cooperative,238,Woodsville High School,20910,0,55 - 60,16,65,16,<10,18,82,NULL,55 , 60,0,18,0,20910,0,0,0
2015,sch,sci,Regular,Haverhill Cooperative,238,Woodsville High School,20910,11,55 - 60,16,65,16,<10,18,82,NULL,55 , 60,0,18,0,20910,0,0,0
2015,sch,mat,Regular,Henniker,245,Henniker Community School,20935,0,225 - 230,10,26,34,29,64,36,NULL,225 , 230,227.5,64,14560,20935,227.5,14560,64
2015,sch,mat,Regular,Henniker,245,Henniker Community School,20935,3,40 - 45,13,25,45,18,63,38,2450,40 , 45,0,63,0,20935,0,0,0
2015,sch,mat,Regular,Henniker,245,Henniker Community School,20935,4,35 - 40,11,29,45,16,61,39,2497,35 , 40,0,61,0,20935,0,0,0
2015,sch,mat,Regular,Henniker,245,Henniker Community School,20935,5,30 - 35,16,23,19,42,61,39,2554,30 , 35,0,61,0,20935,0,0,0
2015,sch,mat,Regular,Henniker,245,Henniker Community School,20935,6,35 - 40,<10,33,25,36,61,39,2580,35 , 40,0,61,0,20935,0,0,0
2015,sch,mat,Regular,Henniker,245,Henniker Community School,20935,7,35 - 40,<10,18,54,23,77,23,2593,35 , 40,0,77,0,20935,0,0,0
2015,sch,mat,Regular,Henniker,245,Henniker Community School,20935,8,40 - 45,12,29,15,44,59,41,2615,40 , 45,0,59,0,20935,0,0,0
2015,sch,rea,Regular,Henniker,245,Henniker Community School,20935,0,225 - 230,12,18,37,34,71,29,NULL,225 , 230,0,71,0,20935,0,0,0
2015,sch,rea,Regular,Henniker,245,Henniker Community School,20935,3,40 - 45,18,18,23,43,65,35,2455,40 , 45,0,65,0,20935,0,0,0
2015,sch,rea,Regular,Henniker,245,Henniker Community School,20935,4,35 - 40,18,21,21,39,61,39,2503,35 , 40,0,61,0,20935,0,0,0
2015,sch,rea,Regular,Henniker,245,Henniker Community School,20935,5,30 - 35,13,13,29,45,74,26,2549,30 , 35,0,74,0,20935,0,0,0
2015,sch,rea,Regular,Henniker,245,Henniker Community School,20935,6,35 - 40,<10,25,39,28,67,33,2558,35 , 40,0,67,0,20935,0,0,0
2015,sch,rea,Regular,Henniker,245,Henniker Community School,20935,7,35 - 40,<10,<10,64,23,87,13,2602,35 , 40,0,87,0,20935,0,0,0
2015,sch,rea,Regular,Henniker,245,Henniker Community School,20935,8,40 - 45,<10,24,45,26,71,29,2610,40 , 45,0,71,0,20935,0,0,0
2015,sch,sci,Regular,Henniker,245,Henniker Community School,20935,0,80 - 85,<10,40,51,<10,53,48,NULL,80 , 85,0,53,0,20935,0,0,0
2015,sch,sci,Regular,Henniker,245,Henniker Community School,20935,4,35 - 40,<10,32,58,<10,61,39,NULL,35 , 40,0,61,0,20935,0,0,0
2015,sch,sci,Regular,Henniker,245,Henniker Community School,20935,8,40 - 45,<10,48,45,<10,45,55,NULL,40 , 45,0,45,0,20935,0,0,0
2015,sch,mat,Regular,Hill,247,Jennie D. Blake School,20670,0,30 - 35,13,47,30,10,40,60,NULL,30 , 35,32.5,40,1300,20670,32.5,1300,40
2015,sch,mat,Regular,Hill,247,Jennie D. Blake School,20670,3, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11, 0 , 10,0,* n < 11,0,20670,0,0,0
2015,sch,mat,Regular,Hill,247,Jennie D. Blake School,20670,4, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11, 0 , 10,0,* n < 11,0,20670,0,0,0
2015,sch,mat,Regular,Hill,247,Jennie D. Blake School,20670,5, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11, 0 , 10,0,* n < 11,0,20670,0,0,0
2015,sch,mat,Regular,Hill,247,Jennie D. Blake School,20670,6, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11, 0 , 10,0,* n < 11,0,20670,0,0,0
2015,sch,rea,Regular,Hill,247,Jennie D. Blake School,20670,0,30 - 35,13,35,29,23,52,48,NULL,30 , 35,0,52,0,20670,0,0,0
2015,sch,rea,Regular,Hill,247,Jennie D. Blake School,20670,3, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11, 0 , 10,0,* n < 11,0,20670,0,0,0
2015,sch,rea,Regular,Hill,247,Jennie D. Blake School,20670,4, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11, 0 , 10,0,* n < 11,0,20670,0,0,0
2015,sch,rea,Regular,Hill,247,Jennie D. Blake School,20670,5, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11, 0 , 10,0,* n < 11,0,20670,0,0,0
2015,sch,rea,Regular,Hill,247,Jennie D. Blake School,20670,6, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11, 0 , 10,0,* n < 11,0,20670,0,0,0
2015,sch,sci,Regular,Hill,247,Jennie D. Blake School,20670,0, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11, 0 , 10,0,* n < 11,0,20670,0,0,0
2015,sch,sci,Regular,Hill,247,Jennie D. Blake School,20670,4, 0 - 10,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11,* n < 11, 0 , 10,0,* n < 11,0,20670,0,0,0
2015,sch,mat,Regular,Hillsboro-Deering Cooperative,251,Hillsboro-Deering Elementary School,20955,0,255 - 260,34,39,19,<10,26,74,NULL,255 , 260,257.5,26,6695,20955,257.5,6695,26
2015,sch,mat,Regular,Hillsboro-Deering Cooperative,251,Hillsboro-Deering Elementary School,20955,3,95 - 100,33,36,27,<10,32,68,2407,95 , 100,0,32,0,20955,0,0,0
2015,sch,mat,Regular,Hillsboro-Deering Cooperative,251,Hillsboro-Deering Elementary School,20955,4,80 - 85,36,38,17,10,26,74,2442,80 , 85,0,26,0,20955,0,0,0
2015,sch,mat,Regular,Hillsboro-Deering Cooperative,251,Hillsboro-Deering Elementary School,20955,5,75 - 80,35,45,10,<10,19,81,2475,75 , 80,0,19,0,20955,0,0,0
2015,sch,rea,Regular,Hillsboro-Deering Cooperative,251,Hillsboro-Deering Elementary School,20955,0,255 - 260,31,28,27,14,41,59,NULL,255 , 260,0,41,0,20955,0,0,0
2015,sch,rea,Regular,Hillsboro-Deering Cooperative,251,Hillsboro-Deering Elementary School,20955,3,90 - 95,24,38,26,12,37,63,2413,90 , 95,0,37,0,20955,0,0,0
2015,sch,rea,Regular,Hillsboro-Deering Cooperative,251,Hillsboro-Deering Elementary School,20955,4,80 - 85,42,24,20,14,35,65,2439,80 , 85,0,35,0,20955,0,0,0
2015,sch,rea,Regular,Hillsboro-Deering Cooperative,251,Hillsboro-Deering Elementary School,20955,5,75 - 80,26,21,38,16,53,47,2503,75 , 80,0,53,0,20955,0,0,0
2015,sch,sci,Regular,Hillsboro-Deering Cooperative,251,Hillsboro-Deering Elementary School,20955,0,80 - 85,19,54,26,<10,27,73,NULL,80 , 85,0,27,0,20955,0,0,0
2015,sch,sci,Regular,Hillsboro-Deering Cooperative,251,Hillsboro-Deering Elementary School,20955,4,80 - 85,19,54,26,<10,27,73,NULL,80 , 85,0,27,0,20955,0,0,0
2015,sch,mat,Regular,Hillsboro-Deering Cooperative,251,Hillsboro-Deering High School,20950,0,85 - 90,49,32,17,<10,18,82,NULL,85 , 90,87.5,18,1575,20950,87.5,1575,18
2015,sch,mat,Regular,Hillsboro-Deering Cooperative,251,Hillsboro-Deering High School,20950,11,85 - 90,49,32,17,<10,18,82,2537,85 , 90,0,18,0,20950,0,0,0
2015,sch,rea,Regular,Hillsboro-Deering Cooperative,251,Hillsboro-Deering High School,20950,0,85 - 90,22,36,27,15,42,58,NULL,85 , 90,0,42,0,20950,0,0,0
2015,sch,rea,Regular,Hillsboro-Deering Cooperative,251,Hillsboro-Deering High School,20950,11,85 - 90,22,36,27,15,42,58,2567,85 , 90,0,42,0,20950,0,0,0
2015,sch,sci,Regular,Hillsboro-Deering Cooperative,251,Hillsboro-Deering High School,20950,0,95 - 100,38,49,11,<10,12,88,NULL,95 , 100,0,12,0,20950,0,0,0
2015,sch,sci,Regular,Hillsboro-Deering Cooperative,251,Hillsboro-Deering High School,20950,11,95 - 100,38,49,11,<10,12,88,NULL,95 , 100,0,12,0,20950,0,0,0
2015,sch,mat,Regular,Hillsboro-Deering Cooperative,251,Hillsboro-Deering Middle School,20960,0,265 - 270,28,43,18,11,29,71,NULL,265 , 270,267.5,29,7757.5,20960,267.5,7757.5,29
2015,sch,mat,Regular,Hillsboro-Deering Cooperative,251,Hillsboro-Deering Middle School,20960,6,100 - 105,21,44,25,10,35,65,2515,100 , 105,0,35,0,20960,0,0,0
2015,sch,mat,Regular,Hillsboro-Deering Cooperative,251,Hillsboro-Deering Middle School,20960,7,80 - 85,29,45,15,11,26,74,2527,80 , 85,0,26,0,20960,0,0,0
2015,sch,mat,Regular,Hillsboro-Deering Cooperative,251,Hillsboro-Deering Middle School,20960,8,85 - 90,33,41,14,11,25,75,2537,85 , 90,0,25,0,20960,0,0,0
2015,sch,rea,Regular,Hillsboro-Deering Cooperative,251,Hillsboro-Deering Middle School,20960,0,265 - 270,19,29,39,13,52,48,NULL,265 , 270,0,52,0,20960,0,0,0
2015,sch,rea,Regular,Hillsboro-Deering Cooperative,251,Hillsboro-Deering Middle School,20960,6,100 - 105,22,28,35,15,50,50,2524,100 , 105,0,50,0,20960,0,0,0
2015,sch,rea,Regular,Hillsboro-Deering Cooperative,251,Hillsboro-Deering Middle School,20960,7,80 - 85,16,27,45,12,57,43,2557,80 , 85,0,57,0,20960,0,0,0
2015,sch,rea,Regular,Hillsboro-Deering Cooperative,251,Hillsboro-Deering Middle School,20960,8,85 - 90,19,31,38,12,50,50,2561,85 , 90,0,50,0,20960,0,0,0
2015,sch,sci,Regular,Hillsboro-Deering Cooperative,251,Hillsboro-Deering Middle School,20960,0,85 - 90,28,59,11,<10,13,88,NULL,85 , 90,0,13,0,20960,0,0,0
2015,sch,sci,Regular,Hillsboro-Deering Cooperative,251,Hillsboro-Deering Middle School,20960,8,85 - 90,28,59,11,<10,13,88,NULL,85 , 90,0,13,0,20960,0,0,0
2015,sch,mat,Regular,Hinsdale,255,Hinsdale Elementary School,21680,0,110 - 115,26,41,23,10,33,67,NULL,110 , 115,112.5,33,3712.5,21680,112.5,3712.5,33
2015,sch,mat,Regular,Hinsdale,255,Hinsdale Elementary School,21680,3,40 - 45,21,44,21,14,35,65,2423,40 , 45,0,35,0,21680,0,0,0
2015,sch,mat,Regular,Hinsdale,255,Hinsdale Elementary School,21680,4,30 - 35,28,41,22,<10,31,69,2454,30 , 35,0,31,0,21680,0,0,0
2015,sch,mat,Regular,Hinsdale,255,Hinsdale Elementary School,21680,5,35 - 40,31,37,26,<10,31,69,2490,35 , 40,0,31,0,21680,0,0,0
2015,sch,rea,Regular,Hinsdale,255,Hinsdale Elementary School,21680,0,110 - 115,25,34,27,15,42,58,NULL,110 , 115,0,42,0,21680,0,0,0
2015,sch,rea,Regular,Hinsdale,255,Hinsdale Elementary School,21680,3,40 - 45,16,37,23,23,47,53,2432,40 , 45,0,47,0,21680,0,0,0
2015,sch,rea,Regular,Hinsdale,255,Hinsdale Elementary School,21680,4,30 - 35,41,38,22,<10,22,78,2424,30 , 35,0,22,0,21680,0,0,0
2015,sch,rea,Regular,Hinsdale,255,Hinsdale Elementary School,21680,5,35 - 40,20,26,37,17,54,46,2502,35 , 40,0,54,0,21680,0,0,0
2015,sch,sci,Regular,Hinsdale,255,Hinsdale Elementary School,21680,0,30 - 35,31,31,38,<10,38,63,NULL,30 , 35,0,38,0,21680,0,0,0
2015,sch,sci,Regular,Hinsdale,255,Hinsdale Elementary School,21680,4,30 - 35,31,31,38,<10,38,63,NULL,30 , 35,0,38,0,21680,0,0,0
2015,sch,mat,Regular,Hinsdale,255,Hinsdale High School,21675,0,30 - 35,26,29,29,16,45,55,NULL,30 , 35,32.5,45,1462.5,21675,32.5,1462.5,45
2015,sch,mat,Regular,Hinsdale,255,Hinsdale High School,21675,11,30 - 35,26,29,29,16,45,55,2614,30 , 35,0,45,0,21675,0,0,0
2015,sch,rea,Regular,Hinsdale,255,Hinsdale High School,21675,0,30 - 35,13,10,52,26,77,23,NULL,30 , 35,0,77,0,21675,0,0,0
2015,sch,rea,Regular,Hinsdale,255,Hinsdale High School,21675,11,30 - 35,13,10,52,26,77,23,2627,30 , 35,0,77,0,21675,0,0,0
2015,sch,sci,Regular,Hinsdale,255,Hinsdale High School,21675,0,30 - 35,<10,48,45,<10,45,55,NULL,30 , 35,0,45,0,21675,0,0,0
2015,sch,sci,Regular,Hinsdale,255,Hinsdale High School,21675,11,30 - 35,<10,48,45,<10,45,55,NULL,30 , 35,0,45,0,21675,0,0,0
2015,sch,mat,Regular,Hinsdale,255,Hinsdale Middle High School,26985,0,115 - 120,29,35,20,16,35,65,NULL,115 , 120,117.5,35,4112.5,26985,117.5,4112.5,35
2015,sch,mat,Regular,Hinsdale,255,Hinsdale Middle High School,26985,6,35 - 40,27,51,22,<10,22,78,2494,35 , 40,0,22,0,26985,0,0,0
2015,sch,mat,Regular,Hinsdale,255,Hinsdale Middle High School,26985,7,35 - 40,24,32,19,24,43,57,2543,35 , 40,0,43,0,26985,0,0,0
2015,sch,mat,Regular,Hinsdale,255,Hinsdale Middle High School,26985,8,40 - 45,36,24,19,21,40,60,2558,40 , 45,0,40,0,26985,0,0,0
2015,sch,rea,Regular,Hinsdale,255,Hinsdale Middle High School,26985,0,115 - 120,14,32,45,<10,54,46,NULL,115 , 120,0,54,0,26985,0,0,0
2015,sch,rea,Regular,Hinsdale,255,Hinsdale Middle High School,26985,6,35 - 40,22,36,42,<10,42,58,2514,35 , 40,0,42,0,26985,0,0,0
2015,sch,rea,Regular,Hinsdale,255,Hinsdale Middle High School,26985,7,35 - 40,14,38,35,14,49,51,2562,35 , 40,0,49,0,26985,0,0,0
2015,sch,rea,Regular,Hinsdale,255,Hinsdale Middle High School,26985,8,40 - 45,<10,24,57,12,69,31,2591,40 , 45,0,69,0,26985,0,0,0
2015,sch,sci,Regular,Hinsdale,255,Hinsdale Middle High School,26985,0,40 - 45,19,74,<10,<10,<10,>90,NULL,40 , 45,0,10,0,26985,0,0,0
2015,sch,sci,Regular,Hinsdale,255,Hinsdale Middle High School,26985,8,40 - 45,19,74,<10,<10,<10,>90,NULL,40 , 45,0,10,0,26985,0,0,0
2015,sch,mat,Regular,Holderness,257,Holderness Central School,22345,0,105 - 110,20,34,24,23,46,54,NULL,105 , 110,107.5,46,4945,22345,107.5,4945,46
2015,sch,mat,Regular,Holderness,257,Holderness Central School,22345,3,10 - 15,43,29,21,<10,29,71,2402,10 , 15,0,29,0,22345,0,0,0
2015,sch,mat,Regular,Holderness,257,Holderness Central School,22345,4,20 - 25,<10,38,24,33,57,43,2509,20 , 25,0,57,0,22345,0,0,0
2015,sch,mat,Regular,Holderness,257,Holderness Central School,22345,5,10 - 15,29,36,14,21,36,64,2510,10 , 15,0,36,0,22345,0,0,0
2015,sch,mat,Regular,Holderness,257,Holderness Central School,22345,6,20 - 25,35,40,20,<10,25,75,2501,20 , 25,0,25,0,22345,0,0,0
2015,sch,mat,Regular,Holderness,257,Holderness Central School,22345,7,15 - 20,11,17,28,44,72,28,2622,15 , 20,0,72,0,22345,0,0,0
2015,sch,mat,Regular,Holderness,257,Holderness Central School,22345,8,15 - 20,<10,42,32,21,53,47,2597,15 , 20,0,53,0,22345,0,0,0
2015,sch,rea,Regular,Holderness,257,Holderness Central School,22345,0,105 - 110,14,14,40,31,71,29,NULL,105 , 110,0,71,0,22345,0,0,0
2015,sch,rea,Regular,Holderness,257,Holderness Central School,22345,3,10 - 15,14,14,43,29,71,29,2451,10 , 15,0,71,0,22345,0,0,0
2015,sch,rea,Regular,Holderness,257,Holderness Central School,22345,4,20 - 25,24,<10,24,48,71,29,2510,20 , 25,0,71,0,22345,0,0,0
2015,sch,rea,Regular,Holderness,257,Holderness Central School,22345,5,10 - 15,21,21,50,<10,57,43,2501,10 , 15,0,57,0,22345,0,0,0
2015,sch,rea,Regular,Holderness,257,Holderness Central School,22345,6,15 - 20,11,37,32,21,53,47,2552,15 , 20,0,53,0,22345,0,0,0
2015,sch,rea,Regular,Holderness,257,Holderness Central School,22345,7,15 - 20,<10,<10,39,56,>90,<10,2633,15 , 20,0,90,0,22345,0,0,0
2015,sch,rea,Regular,Holderness,257,Holderness Central School,22345,8,15 - 20,11,11,58,21,79,21,2611,15 , 20,0,79,0,22345,0,0,0
2015,sch,sci,Regular,Holderness,257,Holderness Central School,22345,0,40 - 45,10,43,45,<10,48,52,NULL,40 , 45,0,48,0,22345,0,0,0
2015,sch,sci,Regular,Holderness,257,Holderness Central School,22345,4,20 - 25,14,27,55,<10,59,41,NULL,20 , 25,0,59,0,22345,0,0,0
2015,sch,sci,Regular,Holderness,257,Holderness Central School,22345,8,20 - 25,<10,60,35,<10,35,65,NULL,20 , 25,0,35,0,22345,0,0,0
2015,sch,mat,Regular,Hollis,259,Hollis Primary School,21815,0,85 - 90,<10,13,40,45,85,15,NULL,85 , 90,87.5,85,7437.5,21815,87.5,7437.5,85
2015,sch,mat,Regular,Hollis,259,Hollis Primary School,21815,3,85 - 90,<10,13,40,45,85,15,2492,85 , 90,0,85,0,21815,0,0,0
2015,sch,rea,Regular,Hollis,259,Hollis Primary School,21815,0,85 - 90,<10,13,28,56,84,16,NULL,85 , 90,0,84,0,21815,0,0,0
2015,sch,rea,Regular,Hollis,259,Hollis Primary School,21815,3,85 - 90,<10,13,28,56,84,16,2507,85 , 90,0,84,0,21815,0,0,0
2015,sch,mat,Regular,Hollis,259,Hollis Upper Elementary School,27530,0,280 - 285,<10,17,38,41,80,20,NULL,280 , 285,282.5,80,22600,27530,282.5,22600,80
2015,sch,mat,Regular,Hollis,259,Hollis Upper Elementary School,27530,4,95 - 100,<10,19,44,31,75,25,2522,95 , 100,0,75,0,27530,0,0,0
2015,sch,mat,Regular,Hollis,259,Hollis Upper Elementary School,27530,5,85 - 90,<10,22,37,39,76,24,2564,85 , 90,0,76,0,27530,0,0,0
2015,sch,mat,Regular,Hollis,259,Hollis Upper Elementary School,27530,6,95 - 100,<10,<10,33,54,88,13,2612,95 , 100,0,88,0,27530,0,0,0
2015,sch,rea,Regular,Hollis,259,Hollis Upper Elementary School,27530,0,280 - 285,<10,<10,33,55,89,11,NULL,280 , 285,0,89,0,27530,0,0,0
2015,sch,rea,Regular,Hollis,259,Hollis Upper Elementary School,27530,4,95 - 100,<10,<10,28,57,85,15,2538,95 , 100,0,85,0,27530,0,0,0
2015,sch,rea,Regular,Hollis,259,Hollis Upper Elementary School,27530,5,85 - 90,<10,<10,37,58,>90,<10,2591,85 , 90,0,90,0,27530,0,0,0
2015,sch,rea,Regular,Hollis,259,Hollis Upper Elementary School,27530,6,95 - 100,<10,13,34,51,85,15,2623,95 , 100,0,85,0,27530,0,0,0
2015,sch,sci,Regular,Hollis,259,Hollis Upper Elementary School,27530,0,95 - 100,<10,34,61,<10,62,38,NULL,95 , 100,0,62,0,27530,0,0,0
2015,sch,sci,Regular,Hollis,259,Hollis Upper Elementary School,27530,4,95 - 100,<10,34,61,<10,62,38,NULL,95 , 100,0,62,0,27530,0,0,0
2015,sch,mat,Regular,Hollis-Brookline Cooperative,260,Hollis-Brookline High School,21810,0,175 - 180,15,21,27,36,64,36,NULL,175 , 180,177.5,64,11360,21810,177.5,11360,64
2015,sch,mat,Regular,Hollis-Brookline Cooperative,260,Hollis-Brookline High School,21810,11,175 - 180,15,21,27,36,64,36,2663,175 , 180,0,64,0,21810,0,0,0
2015,sch,rea,Regular,Hollis-Brookline Cooperative,260,Hollis-Brookline High School,21810,0,175 - 180,11,16,40,33,73,27,NULL,175 , 180,0,73,0,21810,0,0,0
2015,sch,rea,Regular,Hollis-Brookline Cooperative,260,Hollis-Brookline High School,21810,11,175 - 180,11,16,40,33,73,27,2633,175 , 180,0,73,0,21810,0,0,0
2015,sch,sci,Regular,Hollis-Brookline Cooperative,260,Hollis-Brookline High School,21810,0,190 - 195,19,45,36,<10,36,64,NULL,190 , 195,0,36,0,21810,0,0,0
2015,sch,sci,Regular,Hollis-Brookline Cooperative,260,Hollis-Brookline High School,21810,11,190 - 195,19,45,36,<10,36,64,NULL,190 , 195,0,36,0,21810,0,0,0
2015,sch,mat,Regular,Hollis-Brookline Cooperative,260,Hollis-Brookline Middle School,21805,0,380 - 385,<10,21,24,47,71,29,NULL,380 , 385,382.5,71,27157.5,21805,382.5,27157.5,71
2015,sch,mat,Regular,Hollis-Brookline Cooperative,260,Hollis-Brookline Middle School,21805,7,190 - 195,<10,21,25,50,75,25,2624,190 , 195,0,75,0,21805,0,0,0
2015,sch,mat,Regular,Hollis-Brookline Cooperative,260,Hollis-Brookline Middle School,21805,8,190 - 195,12,22,22,45,66,34,2627,190 , 195,0,66,0,21805,0,0,0
2015,sch,rea,Regular,Hollis-Brookline Cooperative,260,Hollis-Brookline Middle School,21805,0,375 - 380,<10,10,44,41,86,14,NULL,375 , 380,0,86,0,21805,0,0,0
2015,sch,rea,Regular,Hollis-Brookline Cooperative,260,Hollis-Brookline Middle School,21805,7,185 - 190,<10,<10,45,44,89,11,2634,185 , 190,0,89,0,21805,0,0,0
2015,sch,rea,Regular,Hollis-Brookline Cooperative,260,Hollis-Brookline Middle School,21805,8,190 - 195,<10,11,44,39,83,17,2640,190 , 195,0,83,0,21805,0,0,0
2015,sch,sci,Regular,Hollis-Brookline Cooperative,260,Hollis-Brookline Middle School,21805,0,200 - 205,11,56,32,<10,33,67,NULL,200 , 205,0,33,0,21805,0,0,0
2015,sch,sci,Regular,Hollis-Brookline Cooperative,260,Hollis-Brookline Middle School,21805,8,200 - 205,11,56,32,<10,33,67,NULL,200 , 205,0,33,0,21805,0,0,0
2015,sch,mat,Regular,Hooksett,261,David R. Cawley Middle School,28050,0,460 - 465,15,30,30,25,55,45,NULL,460 , 465,462.5,55,25437.5,28050,462.5,25437.5,55
2015,sch,mat,Regular,Hooksett,261,David R. Cawley Middle School,28050,6,145 - 150,18,34,28,20,48,52,2546,145 , 150,0,48,0,28050,0,0,0
2015,sch,mat,Regular,Hooksett,261,David R. Cawley Middle School,28050,7,165 - 170,10,29,32,29,60,40,2586,165 , 170,0,60,0,28050,0,0,0
2015,sch,mat,Regular,Hooksett,261,David R. Cawley Middle School,28050,8,140 - 145,18,25,30,27,57,43,2599,140 , 145,0,57,0,28050,0,0,0
2015,sch,rea,Regular,Hooksett,261,David R. Cawley Middle School,28050,0,460 - 465,<10,22,49,24,72,28,NULL,460 , 465,0,72,0,28050,0,0,0
2015,sch,rea,Regular,Hooksett,261,David R. Cawley Middle School,28050,6,145 - 150,<10,26,45,21,66,34,2560,145 , 150,0,66,0,28050,0,0,0
2015,sch,rea,Regular,Hooksett,261,David R. Cawley Middle School,28050,7,165 - 170,<10,17,53,24,77,23,2602,165 , 170,0,77,0,28050,0,0,0
2015,sch,rea,Regular,Hooksett,261,David R. Cawley Middle School,28050,8,140 - 145,<10,23,47,26,74,26,2620,140 , 145,0,74,0,28050,0,0,0
2015,sch,sci,Regular,Hooksett,261,David R. Cawley Middle School,28050,0,145 - 150,<10,52,41,<10,41,59,NULL,145 , 150,0,41,0,28050,0,0,0
